File,Floor Area,Height,Volume,Number of Floors,External Wall Area,Ground Floor Area,Roof Area,Window Area,Total Heat Capacity,u-Value (Wall),u-Value (Ground Floor),u-Value (Roof),u-Value (Internal Floor),u-Value (Internal Wall),u-Value (Windows),g-Value (Windows),Heat Capacity (Floor Slabs),Infiltration,Permeability,Internal Mass,WWR (North),WWR (East),WWR (West),WWR (South),Building:Start Time,Building:Operating Hours,Building:Light Heat Gain,Building:Equipment Heat Gain,Building:Occupancy,Building:Heating Setpoint,Building:Cooling Setpoint,Boiler Efficiency,Heating COP,Cooling COP,Heating Load,Cooling Load,Lights Load,Thermal Energy,Operational Energy,EUI
Shape0_21,3130,3.59375,11248.4375,4,1329.71610382582,782.5,782.5,640.233679619837,3169071597.33874,0.215625,0.184375,0.190625,0.54375,0.41875,0.709375,0.440625,906.25,0.309,7.59375,76.875,0.3875,0.2625,0.1625,0.4875,7.71875,11.3333333333333,7.875,13.875,23.25,20,25,0.959375,3.8125,2.6875,7786.9558027901,5700.7563125423,8103.6893101362,111611.349542912,182599.667899705,58.3385520446343
Shape0_15,852.51,3.9375,3356.758125,3,457.616276838653,284.17,284.17,387.21377270963,915313765.046061,0.21875,0.16875,0.23125,0.4625,0.4625,0.90625,0.31875,837.5,0.383,7.6875,78.75,0.475,0.425,0.475,0.475,7.1875,11.6666666666667,8.25,13.25,18.5,20,25,0.93875,3.875,4.125,4711.0987976314,2012.4589461515,2184.9821455288,56309.2920753681,75449.7356702004,88.5030506037471
Shape0_93,2078.22,3.6796875,7647.1984244,3,891.61944395563,692.74,692.74,270.5729066179,2301676243.13046,0.21171875,0.19765625,0.21953125,0.4984375,0.4671875,0.78203125,0.36796875,926.5625,0.362,8.9765625,110.15625,0.359375,0.140625,0.140625,0.290625,7.9609375,10,7.09375,11.28125,18.5625,20,25,0.92046875,2.578125,3.734375,8985.0648338404,1758.9016846981,5030.6202488546,110167.255423146,154235.488803112,74.2151883838631
Shape0_92,2088.6,3.1796875,6641.0963568,5,1001.32353013633,417.72,417.72,499.489293145158,2026560589.70983,0.16171875,0.24765625,0.16953125,0.5984375,0.5671875,0.93203125,0.51796875,826.5625,0.33,7.4765625,80.15625,0.159375,0.340625,0.340625,0.490625,7.4609375,11,9.09375,13.28125,22.5625,20,25,0.95046875,3.578125,2.734375,4404.2789085369,5534.299674585,6357.3422281813,74017.493002692,129707.81092156,62.1027534815475
Shape0_51,2152.1,3.984375,8574.7755896,5,1092.29924182054,430.42,430.42,661.224660817749,2269965960.11771,0.1671875,0.1828125,0.2015625,0.440625,0.553125,0.8171875,0.3703125,971.875,0.306,7.734375,66.5625,0.45625,0.43125,0.35625,0.23125,7.890625,11.6666666666667,6.8125,12.4375,19.125,20,25,0.9734375,3.09375,2.84375,8284.5090058628,4291.1886550533,4519.5999827833,107610.603342025,147202.299191206,68.3993769765374
Shape0_50,2115.09,3.484375,7369.7631936,3,1177.02662670104,705.03,705.03,409.338987850008,2377461865.73382,0.2171875,0.2328125,0.1515625,0.540625,0.453125,0.9671875,0.5203125,871.875,0.322,6.234375,96.5625,0.25625,0.23125,0.15625,0.43125,7.390625,11.3333333333333,8.8125,10.4375,23.125,20,25,0.9434375,4.09375,3.84375,6855.3569689738,3390.641921488,6246.4082494655,85944.0329677319,140662.56923305,66.5042949628856
Shape0_37,3786.75,3.640625,13786.132932,5,1440.23087365372,757.35,757.35,563.568607177756,3511901381.37421,0.2265625,0.1796875,0.1671875,0.559375,0.521875,0.7515625,0.3046875,815.625,0.292,8.578125,94.6875,0.14375,0.29375,0.41875,0.26875,7.921875,10,8.1875,12.5625,18.375,20,25,0.9228125,2.78125,4.40625,10437.3518035148,5087.5132126265,10595.7550164362,135607.570518179,228426.38446216,60.3225416154117
Shape0_18,3569.8,3.21875,11490.29375,5,1247.07248214192,713.96,713.96,473.027446292245,3561232645.88701,0.203125,0.171875,0.228125,0.41875,0.54375,0.971875,0.553125,931.25,0.309,8.71875,114.375,0.3375,0.2125,0.1125,0.4375,7.84375,11.6666666666667,9.375,13.375,22.25,20,25,0.921875,3.0625,4.4375,6672.1879821506,7160.2229754113,11790.7208270264,95810.206743434,199096.921188185,55.7725702247143
Shape0_0,499.96,3,1499.88,2,362.232,249.98,249.98,40.248,604882045.6,0.15,0.15,0.15,0.4,0.4,0.7,0.3,800,0.416,6,60,0.1,0.1,0.1,0.1,8,10,6,10,16,20,25,0.92,2.5,2.5,2307.9087079402,261.6250624047,1048.3134653223,30101.6366521962,39284.8626084196,78.576011297743
Shape0_77,2841,3.8359375,10897.8984375,4,1073.63289335265,710.25,710.25,595.767120604392,2932089863.35251,0.23359375,0.20078125,0.17265625,0.5296875,0.4359375,0.82890625,0.33984375,957.8125,0.274,7.0078125,89.53125,0.496875,0.128125,0.428125,0.453125,7.1171875,11.6666666666667,9.46875,13.15625,22.8125,20,25,0.96734375,2.515625,2.796875,6752.7030533993,5683.6854379943,10034.1941673126,99767.1176818717,187666.65858753,66.0565500132102
Shape0_76,1303.62,3.3359375,4348.7937574,3,640.768709005378,434.54,434.54,244.321877742161,1439639106.03212,0.18359375,0.15078125,0.22265625,0.4296875,0.5359375,0.97890625,0.48984375,857.8125,0.4,8.5078125,119.53125,0.296875,0.328125,0.228125,0.253125,7.6171875,11.3333333333333,7.46875,11.15625,18.8125,20,25,0.93734375,3.515625,3.796875,5513.7081668385,1802.4336533115,3284.3840718464,67521.7667857039,96292.9712550784,73.8658284278228
Shape0_56,981.51,3.421875,3358.6028954,3,556.372361324083,327.17,327.17,231.411503727609,1106732602.93834,0.2484375,0.1765625,0.1703125,0.503125,0.490625,0.8359375,0.5390625,909.375,0.398,7.921875,70.3125,0.28125,0.45625,0.18125,0.20625,7.078125,12,9.0625,12.6875,22.625,20,25,0.9396875,4.21875,4.21875,3651.7819428187,2165.6081019976,3263.5232478502,45574.426441748,74162.8900929157,75.5599943891715
Shape0_55,723.62,3.609375,2611.8159375,2,392.009752907923,361.81,361.81,190.543434074381,907717808.781448,0.1796875,0.1953125,0.2390625,0.565625,0.428125,0.9296875,0.5578125,946.875,0.389,6.609375,89.0625,0.30625,0.18125,0.40625,0.38125,7.765625,11.6666666666667,7.3125,11.9375,20.125,20,25,0.9209375,3.34375,2.59375,3200.5080547378,1247.0937684649,1614.5678039732,41192.3474394701,55335.9614022754,76.4710226393347
Shape0_38,1860.03,3.390625,6306.6673188,3,840.572480336425,620.01,620.01,425.826731434245,1951447835.29931,0.2015625,0.1546875,0.2421875,0.509375,0.571875,0.8265625,0.3796875,865.625,0.32,6.328125,79.6875,0.24375,0.39375,0.31875,0.36875,7.671875,11.3333333333333,7.1875,11.5625,20.375,20,25,0.9378125,4.28125,2.90625,6370.6945376405,2976.1200587623,4340.0018344381,83224.9478614847,121243.363931162,65.1835529164382
Shape0_19,1317.69,3.71875,4900.1596875,3,782.945555757171,439.23,439.23,296.979362681682,1455824205.57762,0.153125,0.221875,0.178125,0.51875,0.44375,0.821875,0.403125,831.25,0.352,7.21875,84.375,0.1375,0.4125,0.3125,0.2375,7.34375,11.3333333333333,7.375,11.375,18.25,20,25,0.951875,4.0625,3.4375,5527.9210048459,1857.7368393554,3272.9648173552,68649.8537786824,97321.025578714,73.8572999557665
Shape0_7,637.06,3.625,2309.3425,2,466.624553746665,318.53,318.53,82.3455094847056,809159540.827904,0.1625,0.1875,0.2125,0.525,0.525,0.9625,0.4875,825,0.42,7.125,97.5,0.15,0.15,0.15,0.15,7.625,11.3333333333333,8.5,10.5,17,20,25,0.9575,4.25,4.25,3466.3274306672,530.6974886236,1880.66956625,40429.989416469,56904.654816819,89.323854608387
Shape0_97,2733.75,3.6328125,9931.199805,5,1488.14747912149,546.75,546.75,473.57113147735,2841735215.65065,0.15078125,0.16171875,0.23984375,0.4203125,0.5515625,0.87109375,0.32578125,860.9375,0.34,8.9296875,96.09375,0.378125,0.146875,0.221875,0.446875,7.2265625,11.6666666666667,9.53125,10.46875,19.1875,20,25,0.96265625,4.421875,3.265625,9863.8721630465,3739.0747231861,9635.8399111332,123805.131789727,208215.089411254,76.1646417599465
Shape0_96,814.35,3.1328125,2551.206538,3,442.073349738373,271.45,271.45,214.877758231964,932091320.395651,0.20078125,0.21171875,0.18984375,0.5203125,0.4515625,0.72109375,0.47578125,960.9375,0.406,7.4296875,66.09375,0.178125,0.346875,0.421875,0.246875,7.7265625,11.3333333333333,7.53125,12.46875,23.1875,20,25,0.93265625,3.421875,4.265625,2760.0485587842,1698.7575999216,1988.0119495945,34446.6935659013,51861.6782443492,63.684752556455
Shape0_58,1479.68,3.171875,4693.36,2,561.866039260755,739.84,739.84,300.884088647972,1630124304.05462,0.1734375,0.2015625,0.1953125,0.453125,0.540625,0.9109375,0.3140625,859.375,0.479,8.671875,85.3125,0.38125,0.35625,0.48125,0.10625,7.828125,11.6666666666667,8.0625,13.6875,20.625,20,25,0.9546875,3.71875,3.71875,6939.431147016,1857.1343176197,3898.3920033777,81236.9400804999,115386.854030089,77.9809513070992
Shape0_57,2408.84,3.921875,9447.169375,4,1215.06531361397,602.21,602.21,709.790628744795,2453385612.1747,0.1984375,0.2265625,0.2203125,0.403125,0.590625,0.9859375,0.3890625,809.375,0.286,6.421875,100.3125,0.48125,0.25625,0.38125,0.40625,7.578125,11,7.0625,10.6875,18.625,20,25,0.9696875,3.21875,3.21875,10239.5018300467,3602.1830036649,5280.1167732984,125155.715042844,171409.537976938,71.1585402006518
Shape0_34,2754.16,3.015625,8305.51375,4,909.994976828114,688.54,688.54,356.08499093274,2532345589.00812,0.2390625,0.1671875,0.2046875,0.484375,0.446875,0.9390625,0.4921875,840.625,0.328,8.203125,72.1875,0.19375,0.24375,0.46875,0.21875,7.546875,11,6.6875,12.0625,19.375,20,25,0.9603125,4.03125,2.65625,7168.487928816,4080.847466013,6841.9581268541,100624.151344754,160559.704535996,58.2971594010501
Shape0_20,1523.34,3.09375,4712.833125,3,652.044852499456,507.78,507.78,313.947517818134,1561918873.57947,0.165625,0.234375,0.240625,0.44375,0.51875,0.859375,0.590625,806.25,0.324,6.09375,106.875,0.1875,0.4625,0.3625,0.2875,7.21875,11.6666666666667,9.875,11.875,19.25,20,25,0.929375,2.8125,3.6875,3497.8428277042,4218.0808321599,5478.2168807812,54523.5532935622,102512.733169206,67.2947163267593
Shape0_9,3140,3.8125,11971.25,5,1815.2834216463,628,628,573.247395567796,3380898947.22733,0.15625,0.23125,0.24375,0.4875,0.4875,0.94375,0.35625,912.5,0.295,7.3125,86.25,0.225,0.275,0.225,0.225,7.8125,11.6666666666667,8.75,11.75,23.5,20,25,0.94625,4.125,3.875,10231.7436942099,4216.2299462751,8604.3217058866,123861.347724354,199235.20586792,63.4507025057071
Shape0_71,1658.95,3.7734375,6259.9449701,5,908.247728506964,331.79,331.79,549.808848180892,1708618411.80237,0.20234375,0.15703125,0.15390625,0.5171875,0.4234375,0.99765625,0.39609375,820.3125,0.358,8.6953125,108.28125,0.471875,0.353125,0.403125,0.278125,7.4296875,11,8.71875,11.90625,23.3125,20,25,0.97859375,2.640625,3.171875,7345.0948374285,3180.2379905131,4575.4088035479,89400.0438991554,129480.625018235,78.0497453318274
